Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,ADX
2019-01-14,815.0,818.0,807.0,813.7000122070312,792.23095703125,734030,0.0,0,
2019-01-15,815.9000244140625,821.8499755859375,802.7000122070312,815.5,793.9834594726562,2626359,0.0,0,
2019-01-16,820.7999877929688,841.4500122070312,820.7999877929688,826.2999877929688,804.4984130859375,1926154,0.0,0,
2019-01-17,831.4500122070312,839.4000244140625,821.0,828.0999755859375,806.2509155273438,997585,0.0,0,
2019-01-18,828.9000244140625,834.5499877929688,818.2000122070312,824.9500122070312,803.18408203125,959572,0.0,0,
2019-01-21,828.0,828.0,811.9500122070312,815.6500244140625,794.1295166015625,506429,0.0,0,
2019-01-22,812.0,812.7000122070312,800.2000122070312,804.3499755859375,783.1275024414062,756105,0.0,0,
2019-01-23,805.5999755859375,806.5,777.0,782.1500244140625,761.5133056640625,1572530,0.0,0,
2019-01-24,782.0,793.0,778.0,785.7999877929688,765.0670776367188,1009447,0.0,0,
2019-01-25,786.9000244140625,794.5999755859375,757.0499877929688,759.5999755859375,739.558349609375,991355,0.0,0,
2019-01-28,763.0,763.0,727.2000122070312,732.7999877929688,713.4654541015625,1265661,0.0,0,
2019-01-29,722.0,743.5999755859375,722.0,733.5,714.14697265625,991737,0.0,0,
2019-01-30,739.0,741.0,718.0,725.0,705.8712158203125,1472628,0.0,0,
2019-01-31,730.0,733.4500122070312,714.5,721.0,701.9767456054688,2616247,0.0,0,
2019-02-01,724.0499877929688,729.5999755859375,708.8499755859375,718.9500122070312,699.9808959960938,1307460,0.0,0,
2019-02-04,719.5999755859375,719.8499755859375,701.0,706.75,688.1027221679688,1007710,0.0,0,
2019-02-05,706.7999877929688,714.0,698.0,703.9500122070312,685.3765869140625,1169479,0.0,0,
2019-02-06,705.0499877929688,739.8499755859375,705.0499877929688,733.5,714.14697265625,1587847,0.0,0,
2019-02-07,738.0499877929688,756.7999877929688,730.9000244140625,752.75,732.8890380859375,2848786,0.0,0,
2019-02-08,760.0,764.0499877929688,708.4000244140625,717.9500122070312,699.0072021484375,3991393,0.0,0,
2019-02-11,710.2999877929688,724.0,704.3499755859375,716.6500244140625,697.7415771484375,1181227,0.0,0,
2019-02-12,717.0,727.9000244140625,710.0,718.8499755859375,699.883544921875,1187659,0.0,0,
2019-02-14,714.0,723.5,710.0999755859375,718.9000244140625,699.9321899414062,669502,0.0,0,
2019-02-15,721.5,722.3499755859375,689.0999755859375,706.75,688.1027221679688,1358479,0.0,0,
2019-02-18,711.9500122070312,711.9500122070312,693.7999877929688,699.8499755859375,681.384765625,1158588,0.0,0,
2019-02-19,702.5,724.0,697.2000122070312,718.3499755859375,699.3966674804688,1770799,0.0,0,
2019-02-20,721.2999877929688,733.5,721.2999877929688,730.7000122070312,711.4208374023438,1109901,0.0,0,
2019-02-21,726.2999877929688,751.6500244140625,725.0499877929688,747.7999877929688,728.0696411132812,1721402,0.0,0,41.659988596442126
2019-02-22,747.0,762.0,742.0499877929688,758.7000122070312,738.6820678710938,1523930,0.0,0,38.69884783094788
2019-02-25,762.0,781.5,750.0,778.6500244140625,758.105712890625,1901398,0.0,0,36.80968109614401
2019-02-26,774.0,785.6500244140625,762.5999755859375,781.0,760.3936157226562,1452437,0.0,0,35.229059281190885
2019-02-27,782.9500122070312,796.9000244140625,776.2999877929688,782.4000244140625,761.7568359375,1235553,0.0,0,34.21724937135346
2019-02-28,788.9000244140625,790.5,773.5,777.0499877929688,756.5479125976562,1294690,0.0,0,33.107725374520676
2019-03-01,780.5,794.5999755859375,778.0499877929688,791.75,770.8600463867188,1158050,0.0,0,32.2520867913954
2019-03-05,791.5,813.4500122070312,789.4500122070312,810.1500244140625,788.7745971679688,1238834,0.0,0,32.187554368314935
2019-03-06,818.9000244140625,822.2000122070312,804.5,820.0999755859375,798.4619750976562,1119970,0.0,0,32.42594276903478
2019-03-07,821.0,824.3499755859375,808.5,810.2000122070312,788.8232421875,1121059,0.0,0,32.72026334819466
2019-03-08,810.25,812.3499755859375,797.2999877929688,807.0499877929688,785.75634765625,1267215,0.0,0,32.19746346653908
2019-03-11,809.0,831.9500122070312,808.25,827.5,805.6668090820312,1243742,0.0,0,32.42240216716776
2019-03-12,831.9000244140625,838.5999755859375,826.2000122070312,830.7999877929688,808.8796997070312,1272425,0.0,0,32.845784808656205
2019-03-13,832.0,834.2000122070312,821.0,823.1500244140625,801.4315795898438,605280,0.0,0,32.86692636069183
2019-03-14,823.1500244140625,837.4000244140625,808.5,832.9000244140625,810.9243774414062,1064493,0.0,0,32.04208866403344
2019-03-15,838.0999755859375,845.7999877929688,824.0499877929688,829.8499755859375,807.9547729492188,1750118,0.0,0,31.615513396564722
2019-03-18,816.5,823.5,806.0999755859375,818.5499877929688,796.952880859375,2084748,0.0,0,30.120779681303794
2019-03-19,820.0,832.7999877929688,815.0999755859375,822.2999877929688,800.60400390625,1404225,0.0,0,29.13939110709583
2019-03-20,827.0,829.0999755859375,811.6500244140625,817.6500244140625,796.0767822265625,1412859,0.0,0,28.02169690241092
2019-03-22,821.0,829.0,814.5999755859375,820.0999755859375,798.4619750976562,1683565,0.0,0,26.983837998060647
2019-03-25,815.0,817.0,808.0,815.4000244140625,793.8860473632812,985371,0.0,0,25.59684897222674
2019-03-26,820.0,838.7999877929688,816.0999755859375,836.7000122070312,814.6240234375,1077359,0.0,0,25.34310130287624
2019-03-27,843.0,844.4000244140625,825.0,828.5999755859375,806.73779296875,1135187,0.0,0,25.338740681782873
2019-03-28,828.5999755859375,841.4500122070312,823.7000122070312,830.1500244140625,808.2469482421875,1010951,0.0,0,25.242732748393472
2019-04-01,867.6500244140625,871.0,851.75,857.3499755859375,834.7291870117188,1722012,0.0,0,26.244774053740315
2019-04-02,857.3499755859375,859.5999755859375,837.5,845.6500244140625,823.3379516601562,1290864,0.0,0,26.234995698149664
2019-04-03,847.1500244140625,852.0999755859375,828.0,831.7000122070312,809.7559814453125,1015377,0.0,0,25.6535131426313
2019-04-04,834.2000122070312,840.7000122070312,825.4000244140625,834.9000244140625,812.87158203125,1220209,0.0,0,24.958483639022802
2019-04-05,835.0,852.9000244140625,828.8499755859375,848.9500122070312,826.5509033203125,2003216,0.0,0,24.823605707150875
2019-04-08,855.0,858.2000122070312,837.0,840.4500122070312,818.2752075195312,905102,0.0,0,24.90853711093599
